id,units,title,Date of Release,notes
WGS30YR,Percent,30-Year Treasury Constant Maturity Rate,,"Yields on actively traded non-inflation-indexed issues adjusted to constant maturities. The 30-year Treasury constant maturity series was discontinued on February 18, 2002, and reintroduced on February 9, 2006.  For further information regarding treasury constant maturity data, please refer to http://www.federalreserve.gov/releases/h15/current/h15.pdf and http://www.treasury.gov/resource-center/data-chart-center/interest-rates/Pages/yieldmethod.aspx."
WGS3MO,Percent,3-Month Treasury Constant Maturity Rate,,"Averages of business days. For further information regarding treasury constant maturity data, please refer to http://www.federalreserve.gov/releases/h15/current/h15.pdf and http://www.treasury.gov/resource-center/data-chart-center/interest-rates/Pages/yieldmethod.aspx."
WGS3YR,Percent,3-Year Treasury Constant Maturity Rate,,"Averages of business days. For further information regarding treasury constant maturity data, please refer to http://www.federalreserve.gov/releases/h15/current/h15.pdf and http://www.treasury.gov/resource-center/data-chart-center/interest-rates/Pages/yieldmethod.aspx."
WGS5YR,Percent,5-Year Treasury Constant Maturity Rate,,"Averages of business days. For further information regarding treasury constant maturity data, please refer to http://www.federalreserve.gov/releases/h15/current/h15.pdf and http://www.treasury.gov/resource-center/data-chart-center/interest-rates/Pages/yieldmethod.aspx."
WGS6MO,Percent,6-Month Treasury Constant Maturity Rate,,"Averages of business days. For further information regarding treasury constant maturity data, please refer to http://www.federalreserve.gov/releases/h15/current/h15.pdf and http://www.treasury.gov/resource-center/data-chart-center/interest-rates/Pages/yieldmethod.aspx."
WGS7YR,Percent,7-Year Treasury Constant Maturity Rate,,"Averages of business days. For further information regarding treasury constant maturity data, please refer to http://www.federalreserve.gov/releases/h15/current/h15.pdf and http://www.treasury.gov/resource-center/data-chart-center/interest-rates/Pages/yieldmethod.aspx."
WHHNGSP,Dollars per Million BTU,Henry Hub Natural Gas Spot Price,,More information about this series can be found at http://www.eia.gov/dnav/ng/TblDefs/ng_pri_fut_tbldef2.asp
WHOILNYH,Dollars per Gallon,No. 2 Heating Oil Prices: New York Harbor,,"Definitions, Sources and Explanatory Notes:                     http://www.eia.doe.gov/dnav/pet/TblDefs/pet_pri_spt_tbldef2.asp"
WICCLAIMS,Number,Continued Claims (Insured Unemployment) in Wisconsin,,
WICEMPLOY,Number,Covered Employment in Wisconsin,,
WIICLAIMS,Number,Initial Claims in Wisconsin,,
WIINSUREDUR,Percent,Insured Unemployment Rate in Wisconsin,,
WIMFNS,Billions of Dollars,Institutional Money Funds,,"Institutional money funds are constructed from weekly data collected by the Investment Company Institute (ICI), a trade association for the investment company industry."
WIMFSL,Billions of Dollars,Institutional Money Funds,,"Institutional money funds are constructed from weekly data collected by the Investment Company Institute (ICI), a trade association for the investment company industry."
WJFUELUSGULF,Dollars per Gallon,Kerosene-Type Jet Fuel Prices: U.S. Gulf Coast,,"Definitions, Sources and Explanatory Notes:                     http://www.eia.doe.gov/dnav/pet/TblDefs/pet_pri_spt_tbldef2.asp"
WLAD,Millions of Dollars,Liabilities - Other Liabilities and Accrued Dividends (Plus Interest on Federal Reserve Notes Due to U.S. Treasury),,"This item is the accrued dividends on Federal Reserve Bank capital stock paid in, accrued between semiannual payment dates (the last business days of June and December). This item also includes the liabilities of the LLCs to entities other than the Federal Reserve that have been consolidated on the Federal Reserve's balance sheet, including liabilities that have recourse only to the portfolio holdings of these LLCs. This item also includes the liability for interest on Federal Reserve notes due to U.S. Treasury. Before the closing of the AIG recapitalization plan on January 14, 2011, included funds from American International Group, Inc. asset dispositions, held as agent."
WLCFLL,Millions of Dollars,Factors Supplying Reserve Balances - Loans,,"Loans is the sum of ""Primary credit,"" ""Secondary credit,"" ""Seasonal credit,"" ""Term Asset-Backed Securities Loan Facility,"" and ""Other credit extensions."
WLCFLPCL,Millions of Dollars,Factors Supplying Reserve Balances - Loans to Depository Institutions - Primary Credit,,"Primary credit is a lending program available to depository institutions that are in generally sound financial condition. Primary credit is available in terms from overnight to 28 days. In extending primary credit, Reserve Banks must judge that the borrower is likely to remain eligible for primary credit for the term of the loan."
WLCFLSCL,Millions of Dollars,Factors Supplying Reserve Balances - Loans to Depository Institutions - Secondary Credit,,"Secondary credit is a lending program available to depository institutions that are not eligible for primary credit. It is extended on a very short-term basis, typically overnight, at a rate that is 50 basis points above the primary credit rate. In contrast to primary credit, there are restrictions on the uses for secondary credit extensions. Secondary credit is available to meet backup liquidity needs when its use is consistent with a timely return to a reliance on market sources of funding or the orderly resolution of a troubled institution. Secondary credit may not be used to fund an expansion of the borrower's assets. Moreover, the secondary credit program entails a higher level of Reserve Bank administration and oversight than the primary credit program. Reserve Banks typically apply higher haircuts on collateral pledged to secure secondary credit. In addition, the liquidity position of secondary credit borrowers is monitored closely and the Federal Reserve typically is in close contact with the borrower's primary federal regulator."
WLCFLSECL,Millions of Dollars,Factors Supplying Reserve Balances - Loans to Depository Institutions - Seasonal Credit,,Seasonal credit is a lending program designed to assist small depository institutions in managing significant seasonal swings in their loans and deposits. Seasonal credit is available to depository institutions that can demonstrate a clear pattern of recurring intra-yearly swings in funding needs. Eligible institutions are usually located in agricultural or tourist areas. The interest rate applied to seasonal credit is a floating rate based on market rates.
WLCFOCEL,Millions of Dollars,Factors Supplying Reserve Balances - Loans - Other Credit Extensions,,"The value of loans made by Federal Reserve Banks that are not categorized elsewhere on this balance sheet. Recently, this line included emergency credit to Bear Stearns that was announced on March 16, 2008, and, before the credit extension was listed separately, the credit extended to AIG."
WLCFTALFL,Millions of Dollars,Factors Supplying Reserve Balances - Loans - Term Asset-Backed Securities Loan Facility,,"The Term Asset-Backed Securities Loan Facility (TALF) is a funding facility that issues loans with a term of up to three years (and in some cases, five years) to holders of eligible asset-backed securities (ABS). The program is intended to assist the financial markets in accommodating the credit needs of consumers and businesses of all sizes by facilitating the issuance of ABS backed by consumer and small business loans and to improve the market conditions for ABS more generally."
WLDACL,Millions of Dollars,"Liabilities - Deferred Availability Cash Items, Eliminations from Consolidation",,"These data are amounts that are eliminated when consolidating the balance sheets of the 12 Reserve Banks into a single balance sheet. Cash items in transit between Reserve Banks (or Reserve Bank branches) are eliminated from ""Items in Process of Collection"" and from ""Deferred Availability Cash Items"" to avoid double counting."
WLDACLC,Millions of Dollars,Liabilities - Deferred Availability Cash Items (Less Eliminations from Consolidation),,"Reserve Banks do not give immediate credit for all checks or other items deposited with them for collection because it can take time to collect payment. Reserve Banks defer credit according to a schedule, which takes into account the time for presentments to be made. The maximum credit deferral is two business days, after which funds are added to the depositing institution's reserve account, regardless of whether the item has been collected from the institution on which it is drawn. The difference between ""items in process of collection"" and ""deferred availability cash items"" is ""float."
